Price,Model,CPU,Graphics,RAM,HDD,SSD,Display,Budget,Rate_From_10,Image_Url,Best_For,Final_Budget,Notes,Brand,Type
"EGP27,999.00",Dell Vostro 3520,"12th Generation Intel® Core™ i7-1255U Processor 12M Cache, up to 4.70 GHz",Intel® UHD Integrated Graphics,8 GB,Unspecified,512GB SSD,15.6'' FHD,Low,-,https://smhttp-ssl-73217.nexcesscdn.net/pub/media/catalog/product/cache/661473ab953cdcdf4c3b607144109b90/z/d/zd157-11.png,Professional,"EGP27,999.00 'Low'","Professional,https://2b.com.eg/en/dell-vostro-3520-intelr-coretm-i7-1255u-8gb-512gb-ssd-intelr-uhd-integrated-graphics-15-6-fhd-ubuntu-carbon-black.html,In stock",Dell,Deal
"EGP33,999.00",HP Pavilion Laptop 15-eh3001ne,"AMD Ryzen™ 7 7730U (up to 4.5 GHz max boost clock, 16 MB L3 cache, 8 cores, 16 threads)",AMD Radeon™ Integrated Graphics,16 GB,Unspecified,512 GB SSD,"15.6"" FHD",Low,-,https://smhttp-ssl-73217.nexcesscdn.net/pub/media/catalog/product/cache/661473ab953cdcdf4c3b607144109b90/z/h/zh439-1_1.png,Professional,"EGP33,999.00 'Low'","Professional,https://2b.com.eg/en/hp-pavalion-15-eh3001ne-amd-ryzentm-7-7730u-16gb-512gb-ssd-amd-radeontm-integrated-graphics-15-6-fhd-win11-blue.html,In stock",HP,Deal
"EGP34,999.00",HP 15s-fq5042ne,"12th Gen Intel® Core™ i7-1255U (up to 4.7 GHz with Intel® Turbo Boost Technology, 12 MB L3 cache, 10 cores, 12 threads)",Intel® Iris® Xᵉ Graphics,16 GB,Unspecified,512 GB PCIe® NVMe™ M.2 SSD,"15.6""FHD 1920 x 1080",Low,-,https://smhttp-ssl-73217.nexcesscdn.net/pub/media/catalog/product/cache/661473ab953cdcdf4c3b607144109b90/z/h/zh387-1-2b.jpg,Professional,"EGP34,999.00 'Low'","Professional,https://2b.com.eg/en/hp-15s-fq5042ne-laptop-intelr-coretm-i7-1255u-16gb-512gb-ssd-intelr-irisr-x-graphics-15-6-fhd-win11-natural-silver.html,In stock Only 4 left",HP,Deal
"EGP84,999.00",HP Spectre14-ef2008ne,"13th Gen Intel® EVO Core™ i7-1355U 12M Cache, up to 5.00 GHz",Intel® Iris® Xᵉ Graphics,16 GB,Unspecified,1 TB SSD,"(13.5"") diagonal, 3K2K (3000 x 2000), OLED, multitouch-enabled, UWVA,",High/Extreme-High,-,https://smhttp-ssl-73217.nexcesscdn.net/pub/media/catalog/product/cache/661473ab953cdcdf4c3b607144109b90/z/h/zh440-1.jpg,Professional,"EGP84,999.00 'High/Extreme-High'","Professional,https://2b.com.eg/en/hp-spectre14-ef2008ne-intelr-evo-coretm-i7-1355u-intelr-iris-xe-graphics-16gb-1tb-ssd-13-5-3k-oled-uwva-win11-nocturne-blue.html,In stock Only 1 left",HP,Deal
"EGP27,499.00",Lenovo IdeaPad Slim 3 15IRH8,"Intel® Core™ i5-13420H, 8C (4P + 4E) / 12T, P-core 2.1 / 4.6GHz, E-core 1.5 / 3.4GHz, 12MB",Intel® UHD Integrated Graphics,8 GB,Unspecified,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,"15.6"" FHD (1920x1080)",Low,-,https://smhttp-ssl-73217.nexcesscdn.net/pub/media/catalog/product/cache/661473ab953cdcdf4c3b607144109b90/z/l/zl507-6_1_1.jpg,Professional,"EGP27,499.00 'Low'","Professional,https://2b.com.eg/en/lenovo-ideapad-slim-3-15iah8-intelr-coretm-i5-12450h-8gb-512gb-ssd-intelr-uhd-graphics-15-6-fhd-win-11-arctic-grey-1.html,In stock",Lenovo,Deal
"EGP15,999.00",MSI Modern 14 C12MO,"12 Gen. Intel® Core™ i3-1215U Processor 10M Cache, up to 4.40 GHz, with IPU",Intel® UHD Integrated Graphics,8 GB,Unspecified,1x M.2 SSD slot (NVMe PCIe Gen4),"14.0"" FHD (1920x1080)",Low,-,https://smhttp-ssl-73217.nexcesscdn.net/pub/media/catalog/product/cache/661473ab953cdcdf4c3b607144109b90/z/m/zm982_1.png,Professional,"EGP15,999.00 'Low'","Professional,https://2b.com.eg/en/msi-modern-14-c12mo-laptop-intelr-coretm-i3-1215u-8gb-256gb-ssd-intelr-uhd-integrated-graphics-14-fhd-classic-black.html,In stock",MSI,Deal
"EGP29,499.00",Lenovo IdeaPad 1 15IAU7,"12th Gen Intel® Core™ i7-1255U, 10C (2P + 8E) / 12T, P-core 1.7 / 4.7GHz, E-core 1.2 / 3.5GHz, 12MB",Intel® Iris™ Xe Graphics,8 GB,Unspecified,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe,"15.6"" FHD 1920 x 1080",Low,-,https://smhttp-ssl-73217.nexcesscdn.net/pub/media/catalog/product/cache/661473ab953cdcdf4c3b607144109b90/z/l/zl419-zl419-new.png,Professional,"EGP29,499.00 'Low'","Professional,https://2b.com.eg/en/lenovo-ideapad-1-15iau7-laptop-intelr-coretm-i7-1255u-8gb-512gb-ssd-intel-iris-xe-graphics-15-6-fhd-win11-cloud-grey.html,In stock Only 2 left",Lenovo,Deal
"EGP15,999.00",Dell Vostro 3520,"12th Generation Intel® Core™ i3-1215U Processor 10M Cache, up to 4.40 GHz, with IPU",Intel UHD Graphics,4 GB,Unspecified,-,15.6 FHD 1920 x 1080,Low,-,https://smhttp-ssl-73217.nexcesscdn.net/pub/media/catalog/product/cache/661473ab953cdcdf4c3b607144109b90/z/d/zd147_1.png,Professional,"EGP15,999.00 'Low'","Professional,https://2b.com.eg/en/dell-vostro-3520-laptop-intelr-coretm-i3-1215u-4gb-256gb-ssd-intelr-uhd-integrated-graphics-15-6-fhd-ubuntu-carbon-black.html,In stock",Dell,Deal
"EGP28,999.00",K3502ZA-OLED005W,"12th Gen Intel® Core™ i5-12500H (up to 4.5 GHz with Intel® Turbo Boost Technology, 18 MB L3 cache, 12 cores, 16 threads)",Intel® Iris Xe Graphics,16 GB,Unspecified,512GB SSD,"15.6-inch, FHD (1920 x 1080) OLED",Low,-,https://smhttp-ssl-73217.nexcesscdn.net/pub/media/catalog/product/cache/661473ab953cdcdf4c3b607144109b90/z/u/zu399-evo-i5.jpg,Professional,"EGP28,999.00 'Low'","Professional,https://2b.com.eg/en/asus-vivobook-s15-oled-k3502za-oled005w-intelr-coretm-i5-12500h-16gb-512gb-ssd-intelr-iris-xe-graphics-15-6-fhd-oled-win11-brave-green.html,In stock",Asus,Deal
"EGP18,499.00",Huawei Matebook D15,"11th Generation Intel® Core™ i3-1115G4 Processor 6M Cache, up to 4.10 GHz",Intel UHD Graphics,8 GB,Unspecified,256 GB SSD,15.6 FHD 1920 x 1080,Low,-,https://smhttp-ssl-73217.nexcesscdn.net/pub/media/catalog/product/cache/661473ab953cdcdf4c3b607144109b90/z/m/zm038-zm038.png,Professional,"EGP18,499.00 'Low'","Professional,https://2b.com.eg/en/huawei-matebook-d15-laptop-intelr-coretm-i3-1115g4-8gb-256gb-ssd-intelr-uhd-graphics-15-6-fhd-win11-mystic-silver.html,In stock",Huawei,Deal
"EGP33,999.00",15-eh3000ne,"AMD Ryzen™ 7 7730U (up to 4.5 GHz max boost clock, 16 MB L3 cache, 8 cores, 16 threads)",AMD Radeon™ Integrated Graphics,16 GB,Unspecified,512 GB SSD,"15.6"" FHD",Low,-,https://smhttp-ssl-73217.nexcesscdn.net/pub/media/catalog/product/cache/661473ab953cdcdf4c3b607144109b90/z/h/zh438-1_1.png,Professional,"EGP33,999.00 'Low'","Professional,https://2b.com.eg/en/hp-pavalion-15-eh3000ne-amd-ryzentm-7-7730u-16gb-512gb-ssd-amd-radeontm-integrated-graphics-15-6-fhd-win11-natural-silver.html,In stock",HP,Deal
"EGP74,777.00",ASUS Vivobook S15 OLED S5507QA-MA001W,"Snapdragon® X Elite X1E 78 100 Processor 3.4GHz (42MB Cache, up to 3.4GHz, 12 cores, 12 Threads)",Qualcomm® Adreno™ GPU,32 GB,Unspecified,1TB M.2 NVMe™ PCIe® 4.0 SSD,15.6-inch 3K (2880 x 1620) OLED,High/Extreme-High,-,https://smhttp-ssl-73217.nexcesscdn.net/pub/media/catalog/product/cache/661473ab953cdcdf4c3b607144109b90/z/u/zu913.png,Professional,"EGP74,777.00 'High/Extreme-High'","Professional,https://2b.com.eg/en/asus-vivobook-s15-oled-s5507qa-ma001w-laptop-snapdragonr-x-elite-x1e-8-100-32gb-1tb-ssd-qualcommr-adrenotm-gpu-15-6-3k-oled-win11-silver.html,In stock Only 2 left",Asus,Deal
"EGP24,499.00",X1504ZA-NJ005W,"12 Gen. Intel® Core™ i5-1235U Processor 12M Cache, up to 4.40 GHz, with IPU",Intel UHD Graphics,8 GB,Unspecified,512GB M.2 NVMe™ PCIe® 4.0 SSD,15.6'' FHD,Low,-,https://smhttp-ssl-73217.nexcesscdn.net/pub/media/catalog/product/cache/661473ab953cdcdf4c3b607144109b90/z/u/zu614.png,Professional,"EGP24,499.00 'Low'","Professional,https://2b.com.eg/en/asus-vivobook-15-x1504za-nj005w-laptop-intelr-coretm-i5-1235u-8gb-512gb-ssd-intelr-uhd-graphics-15-6-fhd-win11-quiet-blue.html,In stock",Asus,Deal
"EGP29,999.00",ASUS Vivobook Go 15 OLED E1504FA-OLED005,"AMD Ryzen™ 5 7520U Mobile Processor 2.8GHz (4-core/8-thread, 4MB cache, up to 4.3 GHz max boost)",AMD Radeon™ Graphics,8 GB,Unspecified,512GB M.2 NVMe™ PCIe® 3.0 SSD,"15.6-inch, FHD (1920 x 1080) OLED",Low,-,https://smhttp-ssl-73217.nexcesscdn.net/pub/media/catalog/product/cache/661473ab953cdcdf4c3b607144109b90/z/u/zu368.jpg,Professional,"EGP29,999.00 'Low'","Professional,https://2b.com.eg/en/asus-vivobook-go-15-oled-e1504fa-oled005w-r5-7520u-8gb-512gb-amd-radeontm-graphics-15-6-fhd-win-11-green-grey.html,In stock Only 2 left",Asus,Deal
"EGP33,999.00",Lenovo Ideapad 3 Slim,"13 Gen Intel® Core™ i7-13620H Processor 24M Cache, up to 4.90 GHz",UHD Graphics,16 GB,Unspecified,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,"15.6 "" FHD",Low,-,https://smhttp-ssl-73217.nexcesscdn.net/pub/media/catalog/product/cache/661473ab953cdcdf4c3b607144109b90/z/l/zl458.png,Professional,"EGP33,999.00 'Low'","Professional,https://2b.com.eg/en/lenovo-ideapad-3-slim-laptop-intelr-coretm-i7-13620h-16gb-512gb-ssd-intelr-uhd-graphics-13-3-fhd-win11-grey.html,In stock",Lenovo,Deal
"EGP29,499.00",Lenovo IdeaPad 1 15IAU7,"Intel® Core™ i7-1255U, 10C (2P + 8E) / 12T, P-core 1.7 / 4.7GHz, E-core 1.2 / 3.5GHz, 12MB",Intel® Iris Xe Graphics,8 GB,Unspecified,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,"15.6"" FHD (1920x1080)",Low,-,https://smhttp-ssl-73217.nexcesscdn.net/pub/media/catalog/product/cache/661473ab953cdcdf4c3b607144109b90/z/l/zl424-1.png,Professional,"EGP29,499.00 'Low'","Professional,https://2b.com.eg/en/lenovo-ideapad-1-15iau7-laptop-intelr-coretm-i7-1255u-8gb-512gb-ssd-intelr-iris-xe-graphics-15-6-fhd-win11-abyss-blue.html,In stock",Lenovo,Deal
"EGP21,499.00",Dell Vostro 3520,"12th Generation Intel® Core™ i5-1235U Processor 12M Cache, up to 4.40 GHz, with IPU",Intel® Iris™ Xe Graphics,8 GB,Unspecified,"512 GB, M.2 2230, PCIe NVMe Gen3 x4, SSD",15.6 FHD,Low,-,https://smhttp-ssl-73217.nexcesscdn.net/pub/media/catalog/product/cache/661473ab953cdcdf4c3b607144109b90/z/d/zd135_1.jpg,Professional,"EGP21,499.00 'Low'","Professional,https://2b.com.eg/en/dell-vostro-3520-laptop-intelr-coretm-i5-1235u-8gb-512gb-ssd-intelr-uhd-integrated-graphics-15-6-fhd-black.html,In stock",Dell,Deal
"EGP25,999.00",ASUS Vivobook 16 X1605VA-MB122W,Intel Core i5,Intel® UHD Integrated Graphics,8 GB,Unspecified,512GB M.2 NVMe™ PCIe® 3.0 SSD,"16"" WUXGA",Low,-,https://smhttp-ssl-73217.nexcesscdn.net/pub/media/catalog/product/cache/661473ab953cdcdf4c3b607144109b90/n/e/neeeeeew-laptop-recovered-recovered.png,Professional,"EGP25,999.00 'Low'","Professional,https://2b.com.eg/en/asus-vivobook-16-x1605va-mb122w-laptop-intelr-coretm-i5-1335u-8gb-512gb-ssd-intelr-uhd-integrated-graphics-16-wuxga-win-11-black.html,In stock Only 5 left",Asus,Deal
"EGP25,199.00",A1502ZA-EJ005W,"12 Gen. Intel® Core™ i5-12500H Processor 18M Cache, up to 4.50 GHz",Intel UHD Graphics,8 GB,Unspecified,512GB M.2 NVMe™ PCIe® 4.0 SSD,15.6'' FHD,Low,-,https://smhttp-ssl-73217.nexcesscdn.net/pub/media/catalog/product/cache/661473ab953cdcdf4c3b607144109b90/z/u/zu614_1.png,Professional,"EGP25,199.00 'Low'","Professional,https://2b.com.eg/en/15-a1502za-ej005w-r-tm-i5-12500h-8-512-ssd-intelr-uhd-graphics-15-6-fhd-11.html,In stock",Asus,Deal
"EGP39,999.00",ASUS Zenbook 14 OLED UP3404VA-OLED005W,"13th Gen Intel® Core™ i5-1340P Processor 12M Cache, up to 4.60 GHz",Intel® Iris Xe Graphics,8 GB,Unspecified,512GB M.2 NVMe™ PCIe® 4.0 SSD,"14"" OLED",Medium,-,https://smhttp-ssl-73217.nexcesscdn.net/pub/media/catalog/product/cache/661473ab953cdcdf4c3b607144109b90/z/u/zu280-1.png,Professional,"EGP39,999.00 'Medium'","Professional,https://2b.com.eg/en/asus-zenbook-14-oled-up3404va-oled005w-laptop-intelr-coretmi5-1340p-8gb-512gb-ssd-intelr-iris-xe-graphics-14-oled-win11-ponder-blue.html,In stock Only 1 left",Asus,Deal
"EGP24,999.00",Asus Vivobook 15 X1502ZA-BQ005W,"11 gen Intel®Core™ i5-1235U Processor 1.3 GHz (12M Cache, up to 4.4 GHz, 10 cores)",*Intel Iris Xᵉ Graphics is only available in models with Intel® Core™ i5/i7/i9 processors and dual-channel memory,8 GB,Unspecified,512GB M.2 NVMe™ PCIe® 3.0 SSD,"15.6"" FHD 1920x1080",Low,-,https://smhttp-ssl-73217.nexcesscdn.net/pub/media/catalog/product/cache/661473ab953cdcdf4c3b607144109b90/z/u/zu327.png,Professional,"EGP24,999.00 'Low'","Professional,https://2b.com.eg/en/asus-vivobook-15-x1502za-bq005w-intelr-coretmi5-1235u-8gb-512gb-ssd-intel-uhd-graphics-15-6-fhd-win11-quiet-blue.html,Out Of Stock",Asus,Deal
"EGP28,999.00",ASUS Vivobook 16 X1605VA-MB005W,"13 gen Intel® Core™ Intel® Core™ i5-13500H Processor 2.6 GHz (18MB Cache, up to 4.7 GHz, 12 cores, 16 Threads)",*Intel Iris Xᵉ Graphics is only available in models with Intel® Core™ i5/i7/i9 processors and dual-channel memory,8 GB,Unspecified,512GB M.2 NVMe™ PCIe® 3.0,"16.0-inch, WUXGA (1920 x 1200)",Low,-,https://smhttp-ssl-73217.nexcesscdn.net/pub/media/catalog/product/cache/661473ab953cdcdf4c3b607144109b90/z/u/zu365.png,Professional,"EGP28,999.00 'Low'","Professional,https://2b.com.eg/en/asus-vivobook-16-x1605va-mb005w-laptop-intelr-coretmi5-13500h-8gb-512gb-ssd-intelr-uhd-graphics-16-0-wuxga-win-11-indie-black.html,In stock",Asus,Deal
"EGP18,799.00",HP 15s-eq1002ne,"AMD Ryzen™ 3 3250U Processor 2.6GHz Base Frequency ( 2 cores, 4 threads, Up to 3.5GHz, 4MB cache)",AMD Radeon Integrated Graphics,4 GB,Unspecified,256 GB PCIe® NVMe™ M.2 SSD,"39.6 cm (15.6"") diagonal,",Low,-,https://smhttp-ssl-73217.nexcesscdn.net/pub/media/catalog/product/cache/661473ab953cdcdf4c3b607144109b90/z/h/zh389-22.jpg,Student,"EGP18,799.00 'Low'","Student,https://2b.com.eg/en/hp-15s-eq1002ne-amd-ryzen-3-3250u-dual-4-gb-256-gb-ssd-amd-radeon-integrated-graphics-15-6-hd-win11-natural-silver.html,In stock Only 1 left",HP,Deal
"EGP23,999.00",Lenovo IdeaPad Slim 3 15AMN8,"AMD Ryzen™ 5 7520U (4C / 8T, 2.8 / 4.3GHz, 2MB L2 / 4MB L3)",AMD Radeon™ Graphics,8 GB,Unspecified,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,"15.6"" FHD (1920x1080)",Low,-,https://smhttp-ssl-73217.nexcesscdn.net/pub/media/catalog/product/cache/661473ab953cdcdf4c3b607144109b90/z/l/zl379.png,Student,"EGP23,999.00 'Low'","Student,https://2b.com.eg/en/lenovo-ideapad-slim-3-15amn8-amd-ryzentm-5-7520u-8gb-512gb-ssd-amd-radeontm-graphics-15-6-fhd-win11-arctic-grey.html,In stock",Lenovo,Deal
"EGP19,499.00",Vostro 3510,"Intel® Core™ i3-1115G4 (6 MB Cache, 2 Core, 4 Threads, 3.00 GHz to 4.10 GHz)",Intel UHD Graphics,4 GB,Unspecified,"M.2 2230, 256 GB","15.6""HD 1366 x 768",Low,-,https://smhttp-ssl-73217.nexcesscdn.net/pub/media/catalog/product/cache/661473ab953cdcdf4c3b607144109b90/z/d/zd109-4.jpg,Student,"EGP19,499.00 'Low'","Student,https://2b.com.eg/en/dell-vostro-3510-intelr-coretm-i3-1115g4-4gb-256gb-ssd-intelr-uhd-integrated-graphics-15-6-hd-black.html,In stock",Dell,Deal
"EGP18,999.00",HP 15s-eq1001ne,"AMD Ryzen™ 3 3250U Processor 2.6GHz Base Frequency ( 2 cores, 4 threads, Up to 3.5GHz, 4MB cache)",AMD Radeon Integrated Graphics,4 GB,Unspecified,256 GB PCIe® NVMe™ M.2 SSD,"39.6 cm (15.6"") diagonal,HD (1920 x 1080), micro-edge",Low,-,https://smhttp-ssl-73217.nexcesscdn.net/pub/media/catalog/product/cache/661473ab953cdcdf4c3b607144109b90/z/h/zh399-1-2b-1.jpg,Student,"EGP18,999.00 'Low'","Student,https://2b.com.eg/en/hp-15s-eq1001ne-amd-ryzen-3-3250u-dual-4-gb-256-gb-ssd-amd-radeon-integrated-graphics-15-6-hd-win11-black.html,In stock Only 1 left",HP,Deal
"EGP17,199.00",Lenovo IdeaPad 1 15IAU7,"Intel® Core™ i3-1215U, 6C (2P + 4E) / 8T, P-core 1.2 / 4.4GHz, E-core 0.9 / 3.3GHz, 10MB",Intel UHD Graphics,4 GB,Unspecified,256GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,"15.6"" HD (1366x768)",Low,-,https://smhttp-ssl-73217.nexcesscdn.net/pub/media/catalog/product/cache/661473ab953cdcdf4c3b607144109b90/z/l/zl417-zl417-zl417.png,Student,"EGP17,199.00 'Low'","Student,https://2b.com.eg/en/lenovo-ideapad-1-15iau7-laptop-intelr-coretm-i3-1215u-4gb-256gb-ssd-intel-uhd-graphics-15-6-hd-win11-cloud-grey.html,In stock",Lenovo,Deal
"EGP18,499.00",huawei matebook d14 laptop intelr coretm,"11th Generation Intel® Core™ i3-1115G4 Processor 6M Cache, up to 4.10 GHz",Intel UHD Graphics,8 GB,Unspecified,256GB NVMe PCle SSD,-,Low,-,https://smhttp-ssl-73217.nexcesscdn.net/pub/media/catalog/product/cache/661473ab953cdcdf4c3b607144109b90/z/m/zm035-1.png,Student,"EGP18,499.00 'Low'","Student,https://2b.com.eg/en/huawei-matebook-d14-laptop-intelr-coretm-i3-1115g4-8gb-256gb-ssd-intelr-uhd-graphics-14-inch-win11-mystic-silver.html,In stock",Huawei,Deal
"EGP17,999.00",Lenovo Ideapad 1 15IAU7,"Intel® Core™ i3-1215U, 6C (2P + 4E) / 8T, P-core 1.2 / 4.4GHz, E-core 0.9 / 3.3GHz, 10MB",Intel® UHD Integrated Graphics,8 GB,Unspecified,256GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,"15.6"" HD (1366x768)",Low,-,https://smhttp-ssl-73217.nexcesscdn.net/pub/media/catalog/product/cache/661473ab953cdcdf4c3b607144109b90/z/l/zl434-1.png,Student,"EGP17,999.00 'Low'","Student,https://2b.com.eg/en/lenovo-ideapad-1-15iau7-laptop-intelr-coretm-i3-1215u-8gb-256gb-ssd-intelr-uhd-integrated-graphics-15-6-hd-win11-abyss-blue.html,In stock",Lenovo,Deal
"EGP17,499.00",14-em0004ne,"AMD Ryzen™ 3 7320U (up to 4.1 GHz max boost clock, 4 MB L3 cache, 4 cores, 8 threads)",AMD Radeon™ Integrated Graphics,4 GB,Unspecified,256 GB SSD,"14"" HD",Low,-,https://smhttp-ssl-73217.nexcesscdn.net/pub/media/catalog/product/cache/661473ab953cdcdf4c3b607144109b90/z/h/zhzhzh_1.png,Student,"EGP17,499.00 'Low'","Student,https://2b.com.eg/en/hp-14-em0004ne-laptop-amd-ryzentm-r3-7320u-4gb-256gb-ssd-amd-radeontm-integrated-graphics-14-hd-win11-natural-silver.html,In stock",HP,Deal
